KO,EC,Reaction,role,metabolite
K02528,2.1.1.182,R10716,product,C00021
K02528,2.1.1.182,R10716,product,C20796
K11752,1.1.1.193;3.5.4.26,R03458,substrate,C04454
K11752,1.1.1.193;3.5.4.26,R03458,substrate,C00006
K11752,1.1.1.193;3.5.4.26,R03458,product,C01268
K11752,1.1.1.193;3.5.4.26,R03458,product,C00005
K11752,1.1.1.193;3.5.4.26,R03458,product,C00080
K11752,1.1.1.193;3.5.4.26,R03459,substrate,C01304
K11752,1.1.1.193;3.5.4.26,R03459,substrate,C00001
K11752,1.1.1.193;3.5.4.26,R03459,product,C01268
K11752,1.1.1.193;3.5.4.26,R03459,product,C00014
K01218,3.2.1.78,R01332,substrate,C02492
K01218,3.2.1.78,R01332,substrate,(n-1) C00001
K01218,3.2.1.78,R01332,product,n C00159
K01783,5.1.3.1,R01529,substrate,C00199
K01783,5.1.3.1,R01529,product,C00231
K09022,3.5.99.10,R11098,substrate,C20905
K09022,3.5.99.10,R11098,substrate,C00001
K09022,3.5.99.10,R11098,product,C00109
K09022,3.5.99.10,R11098,product,C00014
K09022,3.5.99.10,R11099,substrate,C20904
K09022,3.5.99.10,R11099,substrate,C00001
K09022,3.5.99.10,R11099,product,C00022
K09022,3.5.99.10,R11099,product,C00014
K02523,2.5.1.90,R09248,substrate,C00448
K02523,2.5.1.90,R09248,substrate,C00129
K02523,2.5.1.90,R09248,product,C04146
K02523,2.5.1.90,R09248,product,C00013
K00854,2.7.1.17,R01639,substrate,C00002
K00854,2.7.1.17,R01639,substrate,C00310
K00854,2.7.1.17,R01639,product,C00008
K00854,2.7.1.17,R01639,product,C00231
K20169,1.4.2.2,R11175,substrate,C00745
K20169,1.4.2.2,R11175,substrate,C00125
K20169,1.4.2.2,R11175,product,C21154
K20169,1.4.2.2,R11175,product,C00126
K20169,1.4.2.2,R11175,product,C00080
K20169,1.4.2.2,R11177,substrate,C00745
K20169,1.4.2.2,R11177,substrate,C00125
K20169,1.4.2.2,R11177,substrate,C00001
K20169,1.4.2.2,R11177,product,C20361
K20169,1.4.2.2,R11177,product,C00126
K20169,1.4.2.2,R11177,product,C00080
K00370,1.7.5.1,R00798,substrate,C00088
K00370,1.7.5.1,R00798,substrate,C00028
K00370,1.7.5.1,R00798,substrate,C00001
K00370,1.7.5.1,R00798,product,C00244
K00370,1.7.5.1,R00798,product,C00030
K00370,1.7.5.1,R01106,substrate,C00125
K00370,1.7.5.1,R01106,substrate,C00088
K00370,1.7.5.1,R01106,substrate,C00001
K00370,1.7.5.1,R01106,product,C00244
K00370,1.7.5.1,R01106,product,C00126
K00370,1.7.5.1,R01106,product,C00080
K00370,1.7.5.1,R09497,substrate,C00244
K00370,1.7.5.1,R09497,substrate,C15603
K00370,1.7.5.1,R09497,product,C00088
K00370,1.7.5.1,R09497,product,C15602
K00370,1.7.5.1,R09497,product,C00001
K01611,4.1.1.50,R00178,substrate,C00019
K01611,4.1.1.50,R00178,substrate,C00080
K01611,4.1.1.50,R00178,product,C01137
K01611,4.1.1.50,R00178,product,C00011
K01785,5.1.3.3,R01602,substrate,C00267
K01785,5.1.3.3,R01602,product,C00221
K01785,5.1.3.3,R10619,substrate,C00124
K01785,5.1.3.3,R10619,product,C00984
K01867,6.1.1.2,R03664,substrate,C00002
K01867,6.1.1.2,R03664,substrate,C00078
K01867,6.1.1.2,R03664,substrate,C01652
K01867,6.1.1.2,R03664,product,C00020
K01867,6.1.1.2,R03664,product,C00013
K01867,6.1.1.2,R03664,product,C03512
K01182,3.2.1.10,R00801,substrate,C00089
K01182,3.2.1.10,R00801,substrate,C00001
K01182,3.2.1.10,R00801,product,C00095
K01182,3.2.1.10,R00801,product,C00031
K01182,3.2.1.10,R01718,substrate,C00252
K01182,3.2.1.10,R01718,substrate,C00001
K01182,3.2.1.10,R01718,product,C00267
K01182,3.2.1.10,R01718,product,C00031
K01182,3.2.1.10,R01791,substrate,C00721
K01182,3.2.1.10,R01791,substrate,C00001
K01182,3.2.1.10,R01791,product,C00031
K01182,3.2.1.10,R01791,product,C00721
K01182,3.2.1.10,R06199,substrate,G10545(n
K01182,3.2.1.10,R06199,substrate,)
K01182,3.2.1.10,R06199,substrate,C00001
K01182,3.2.1.10,R06199,product,C00267
K01182,3.2.1.10,R06199,product,G10545(n)
K13941,2.5.1.15;2.7.6.3,R03066,substrate,C01300
K13941,2.5.1.15;2.7.6.3,R03066,substrate,C00568
K13941,2.5.1.15;2.7.6.3,R03066,product,C00921
K13941,2.5.1.15;2.7.6.3,R03066,product,C00001
K13941,2.5.1.15;2.7.6.3,R03067,substrate,C04807
K13941,2.5.1.15;2.7.6.3,R03067,substrate,C00568
K13941,2.5.1.15;2.7.6.3,R03067,product,C00013
K13941,2.5.1.15;2.7.6.3,R03067,product,C00921
K13941,2.5.1.15;2.7.6.3,R03503,substrate,C00002
K13941,2.5.1.15;2.7.6.3,R03503,substrate,C01300
K13941,2.5.1.15;2.7.6.3,R03503,product,C00020
K13941,2.5.1.15;2.7.6.3,R03503,product,C04807
K01448,3.5.1.28,R04112,substrate,C02999
K01448,3.5.1.28,R04112,substrate,C00001
K01448,3.5.1.28,R04112,product,C02713
K01448,3.5.1.28,R04112,product,C00041
K06445,,R01175,substrate,C00136
K06445,,R01175,substrate,C00016
K06445,,R01175,product,C01352
K06445,,R01175,product,C00877
K06445,,R01279,substrate,C00154
K06445,,R01279,substrate,C00016
K06445,,R01279,product,C05272
K06445,,R01279,product,C01352
K06445,,R03777,substrate,C01944
K06445,,R03777,substrate,C00016
K06445,,R03777,product,C05276
K06445,,R03777,product,C01352
K06445,,R03857,substrate,C01832
K06445,,R03857,substrate,C00016
K06445,,R03857,product,C03221
K06445,,R03857,product,C01352
K06445,,R03990,substrate,C02593
K06445,,R03990,substrate,C00016
K06445,,R03990,product,C05273
K06445,,R03990,product,C01352
K06445,,R04751,substrate,C05270
K06445,,R04751,substrate,C00016
K06445,,R04751,product,C05271
K06445,,R04751,product,C01352
K06445,,R04754,substrate,C05274
K06445,,R04754,substrate,C00016
K06445,,R04754,product,C05275
K06445,,R04754,product,C01352
K00688,2.4.1.1,R02111,substrate,C00369
K00688,2.4.1.1,R02111,substrate,C00009
K00688,2.4.1.1,R02111,product,C00718
K00688,2.4.1.1,R02111,product,C00103
K01872,6.1.1.7,R03038,substrate,C00002
K01872,6.1.1.7,R03038,substrate,C00041
K01872,6.1.1.7,R03038,substrate,C01635
K01872,6.1.1.7,R03038,product,C00020
K01872,6.1.1.7,R03038,product,C00013
K01872,6.1.1.7,R03038,product,C00886
K00648,2.3.1.180,R10707,substrate,C00024
K00648,2.3.1.180,R10707,substrate,C01209
K00648,2.3.1.180,R10707,product,C05744
K00648,2.3.1.180,R10707,product,C00010
K00648,2.3.1.180,R10707,product,C00011
K00951,2.7.6.5,R00429,substrate,C00002
K00951,2.7.6.5,R00429,substrate,C00044
K00951,2.7.6.5,R00429,product,C00020
K00951,2.7.6.5,R00429,product,C04494
K01434,3.5.1.11,R02170,substrate,C00395
K01434,3.5.1.11,R02170,substrate,C00001
K01434,3.5.1.11,R02170,product,C00060
K01434,3.5.1.11,R02170,product,C02954
K04042,2.3.1.157;2.7.7.23,R00416,substrate,C00075
K04042,2.3.1.157;2.7.7.23,R00416,substrate,C04501
K04042,2.3.1.157;2.7.7.23,R00416,product,C00013
K04042,2.3.1.157;2.7.7.23,R00416,product,C00043
K04042,2.3.1.157;2.7.7.23,R05332,substrate,C00024
K04042,2.3.1.157;2.7.7.23,R05332,substrate,C06156
K04042,2.3.1.157;2.7.7.23,R05332,product,C00010
K04042,2.3.1.157;2.7.7.23,R05332,product,C04501
K01585,4.1.1.19,R00566,substrate,C00062
K01585,4.1.1.19,R00566,product,C00179
K01585,4.1.1.19,R00566,product,C00011
K01961,6.3.4.14;6.4.1.2,R00742,substrate,C00002
K01961,6.3.4.14;6.4.1.2,R00742,substrate,C00024
K01961,6.3.4.14;6.4.1.2,R00742,substrate,C00288
K01961,6.3.4.14;6.4.1.2,R00742,product,C00008
K01961,6.3.4.14;6.4.1.2,R00742,product,C00009
K01961,6.3.4.14;6.4.1.2,R00742,product,C00083
K01961,6.3.4.14;6.4.1.2,R04385,substrate,C00002
K01961,6.3.4.14;6.4.1.2,R04385,substrate,C06250
K01961,6.3.4.14;6.4.1.2,R04385,substrate,C00288
K01961,6.3.4.14;6.4.1.2,R04385,product,C00008
K01961,6.3.4.14;6.4.1.2,R04385,product,C00009
K01961,6.3.4.14;6.4.1.2,R04385,product,C04419
K00817,2.6.1.9,R00694,substrate,C00079
K00817,2.6.1.9,R00694,substrate,C00026
K00817,2.6.1.9,R00694,product,C00166
K00817,2.6.1.9,R00694,product,C00025
K00817,2.6.1.9,R00734,substrate,C00082
K00817,2.6.1.9,R00734,substrate,C00026
K00817,2.6.1.9,R00734,product,C01179
K00817,2.6.1.9,R00734,product,C00025
K00817,2.6.1.9,R03243,substrate,C01100
K00817,2.6.1.9,R03243,substrate,C00026
K00817,2.6.1.9,R03243,product,C01267
K00817,2.6.1.9,R03243,product,C00025
K04041,3.1.3.11,R00762,substrate,C00354
K04041,3.1.3.11,R00762,substrate,C00001
K04041,3.1.3.11,R00762,product,C00085
K04041,3.1.3.11,R00762,product,C00009
K04041,3.1.3.11,R04780,substrate,C05378
K04041,3.1.3.11,R04780,substrate,C00001
K04041,3.1.3.11,R04780,product,C05345
K04041,3.1.3.11,R04780,product,C00009
K01874,6.1.1.10,R03659,substrate,C00002
K01874,6.1.1.10,R03659,substrate,C00073
K01874,6.1.1.10,R03659,substrate,C01647
K01874,6.1.1.10,R03659,product,C00020
K01874,6.1.1.10,R03659,product,C00013
K01874,6.1.1.10,R03659,product,C02430
K01874,6.1.1.10,R04773,substrate,C00002
K01874,6.1.1.10,R04773,substrate,C05335
K01874,6.1.1.10,R04773,substrate,C01647
K01874,6.1.1.10,R04773,product,C00020
K01874,6.1.1.10,R04773,product,C00013
K01874,6.1.1.10,R04773,product,C05336
K01972,6.5.1.2,R00382,substrate,C00003
K01972,6.5.1.2,R00382,substrate,C00039(n)
K01972,6.5.1.2,R00382,substrate,C02128(m)
K01972,6.5.1.2,R00382,product,C00020
K01972,6.5.1.2,R00382,product,C00455
K01972,6.5.1.2,R00382,product,C00039(n
K01972,6.5.1.2,R00382,product,m)
K02188,2.1.1.195,R07773,substrate,C16243
K02188,2.1.1.195,R07773,substrate,C00019
K02188,2.1.1.195,R07773,product,C11542
K02188,2.1.1.195,R07773,product,C00021
K02770,2.7.1.202,R03232,substrate,C04261
K02770,2.7.1.202,R03232,substrate,C00095
K02770,2.7.1.202,R03232,product,C00615
K02770,2.7.1.202,R03232,product,C01094
K00820,2.6.1.16,R00768,substrate,C00064
K00820,2.6.1.16,R00768,substrate,C00085
K00820,2.6.1.16,R00768,product,C00025
K00820,2.6.1.16,R00768,product,C00352
K02810,2.7.1.211,R00811,substrate,C00089
K02810,2.7.1.211,R00811,substrate,C04261
K02810,2.7.1.211,R00811,product,C16688
K02810,2.7.1.211,R00811,product,C00615
K00602,2.1.2.3;3.5.4.10,R01127,substrate,C00130
K00602,2.1.2.3;3.5.4.10,R01127,substrate,C00001
K00602,2.1.2.3;3.5.4.10,R01127,product,C04734
K00602,2.1.2.3;3.5.4.10,R04560,substrate,C00234
K00602,2.1.2.3;3.5.4.10,R04560,substrate,C04677
K00602,2.1.2.3;3.5.4.10,R04560,product,C00101
K00602,2.1.2.3;3.5.4.10,R04560,product,C04734
K15461,2.1.1.61,R00601,substrate,C00019
K15461,2.1.1.61,R00601,substrate,C11478
K15461,2.1.1.61,R00601,product,C00021
K15461,2.1.1.61,R00601,product,C04728
K15461,2.1.1.61,R08702,substrate,C17323
K15461,2.1.1.61,R08702,substrate,C00007
K15461,2.1.1.61,R08702,substrate,C00001
K15461,2.1.1.61,R08702,product,C11478
K15461,2.1.1.61,R08702,product,C00048
K15461,2.1.1.61,R08702,product,C00027
K01091,3.1.3.18,R01334,substrate,C00988
K01091,3.1.3.18,R01334,substrate,C00001
K01091,3.1.3.18,R01334,product,C00160
K01091,3.1.3.18,R01334,product,C00009
K03735,4.3.1.7,R00749,substrate,C00189
K03735,4.3.1.7,R00749,product,C00084
K03735,4.3.1.7,R00749,product,C00014
K01895,6.2.1.1,R00235,substrate,C00002
K01895,6.2.1.1,R00235,substrate,C00033
K01895,6.2.1.1,R00235,substrate,C00010
K01895,6.2.1.1,R00235,product,C00020
K01895,6.2.1.1,R00235,product,C00013
K01895,6.2.1.1,R00235,product,C00024
K01895,6.2.1.1,R00236,substrate,C05993
K01895,6.2.1.1,R00236,substrate,C00010
K01895,6.2.1.1,R00236,product,C00020
K01895,6.2.1.1,R00236,product,C00024
K01895,6.2.1.1,R00316,substrate,C00002
K01895,6.2.1.1,R00316,substrate,C00033
K01895,6.2.1.1,R00316,product,C00013
K01895,6.2.1.1,R00316,product,C05993
K01895,6.2.1.1,R00925,substrate,C00002
K01895,6.2.1.1,R00925,substrate,C00163
K01895,6.2.1.1,R00925,substrate,C00010
K01895,6.2.1.1,R00925,product,C00020
K01895,6.2.1.1,R00925,product,C00013
K01895,6.2.1.1,R00925,product,C00100
K01895,6.2.1.1,R00926,substrate,C05983
K01895,6.2.1.1,R00926,substrate,C00010
K01895,6.2.1.1,R00926,product,C00020
K01895,6.2.1.1,R00926,product,C00100
K01895,6.2.1.1,R01354,substrate,C00002
K01895,6.2.1.1,R01354,substrate,C00163
K01895,6.2.1.1,R01354,product,C00013
K01895,6.2.1.1,R01354,product,C05983
K00773,2.4.2.29,R10209,substrate,C01977
K00773,2.4.2.29,R10209,substrate,C16675
K00773,2.4.2.29,R10209,product,C20446
K00773,2.4.2.29,R10209,product,C00242
K01130,3.1.6.1,R04856,substrate,C06125
K01130,3.1.6.1,R04856,substrate,C00001
K01130,3.1.6.1,R04856,product,C02686
K01130,3.1.6.1,R04856,product,C00059
K01925,6.3.2.9,R02783,substrate,C00002
K01925,6.3.2.9,R02783,substrate,C01212
K01925,6.3.2.9,R02783,substrate,C00217
K01925,6.3.2.9,R02783,product,C00008
K01925,6.3.2.9,R02783,product,C00009
K01925,6.3.2.9,R02783,product,C00692
K00673,2.3.1.109,R00832,substrate,C00091
K00673,2.3.1.109,R00832,substrate,C00062
K00673,2.3.1.109,R00832,product,C00010
K00673,2.3.1.109,R00832,product,C03296
K01929,6.3.2.10,R04573,substrate,C00002
K01929,6.3.2.10,R04573,substrate,C05892
K01929,6.3.2.10,R04573,substrate,C00993
K01929,6.3.2.10,R04573,product,C00008
K01929,6.3.2.10,R04573,product,C00009
K01929,6.3.2.10,R04573,product,C04702
K01929,6.3.2.10,R04617,substrate,C00002
K01929,6.3.2.10,R04617,substrate,C04877
K01929,6.3.2.10,R04617,substrate,C00993
K01929,6.3.2.10,R04617,product,C00008
K01929,6.3.2.10,R04617,product,C00009
K01929,6.3.2.10,R04617,product,C04882
K01881,6.1.1.15,R03661,substrate,C00002
K01881,6.1.1.15,R03661,substrate,C00148
K01881,6.1.1.15,R03661,substrate,C01649
K01881,6.1.1.15,R03661,product,C00020
K01881,6.1.1.15,R03661,product,C00013
K01881,6.1.1.15,R03661,product,C02702
K01139,2.7.6.5;3.1.7.2,R00336,substrate,C01228
K01139,2.7.6.5;3.1.7.2,R00336,substrate,C00001
K01139,2.7.6.5;3.1.7.2,R00336,product,C00035
K01139,2.7.6.5;3.1.7.2,R00336,product,C00013
K01139,2.7.6.5;3.1.7.2,R00429,substrate,C00002
K01139,2.7.6.5;3.1.7.2,R00429,substrate,C00044
K01139,2.7.6.5;3.1.7.2,R00429,product,C00020
K01139,2.7.6.5;3.1.7.2,R00429,product,C04494
K01187,3.2.1.20,R00028,substrate,C00208
K01187,3.2.1.20,R00028,substrate,C00001
K01187,3.2.1.20,R00028,product,C00031
K01187,3.2.1.20,R00801,substrate,C00089
K01187,3.2.1.20,R00801,substrate,C00001
K01187,3.2.1.20,R00801,product,C00095
K01187,3.2.1.20,R00801,product,C00031
K01187,3.2.1.20,R00802,substrate,C00089
K01187,3.2.1.20,R00802,substrate,C00001
K01187,3.2.1.20,R00802,product,C02336
K01187,3.2.1.20,R00802,product,C00267
K01187,3.2.1.20,R06087,substrate,G00370
K01187,3.2.1.20,R06087,substrate,C00001
K01187,3.2.1.20,R06087,product,C00095
K01187,3.2.1.20,R06087,product,C00031
K01187,3.2.1.20,R06088,substrate,G00370
K01187,3.2.1.20,R06088,substrate,C00001
K01187,3.2.1.20,R06088,product,C02336
K01187,3.2.1.20,R06088,product,C00267
K01270,,R00899,substrate,C01419
K01270,,R00899,substrate,C00001
K01270,,R00899,product,C00097
K01270,,R00899,product,C00037
K01270,,R04951,substrate,C05729
K01270,,R04951,substrate,C00001
K01270,,R04951,product,C05726
K01270,,R04951,product,C00037
K00971,2.7.7.13,R00885,substrate,C00044
K00971,2.7.7.13,R00885,substrate,C00636
K00971,2.7.7.13,R00885,product,C00013
K00971,2.7.7.13,R00885,product,C00096
K02433,6.3.5.6;6.3.5.7,R03905,substrate,C02282
K02433,6.3.5.6;6.3.5.7,R03905,substrate,C00025
K02433,6.3.5.6;6.3.5.7,R03905,substrate,C00009
K02433,6.3.5.6;6.3.5.7,R03905,substrate,C00008
K02433,6.3.5.6;6.3.5.7,R03905,product,C06112
K02433,6.3.5.6;6.3.5.7,R03905,product,C00064
K02433,6.3.5.6;6.3.5.7,R03905,product,C00002
K02433,6.3.5.6;6.3.5.7,R03905,product,C00001
K02433,6.3.5.6;6.3.5.7,R04212,substrate,C03402
K02433,6.3.5.6;6.3.5.7,R04212,substrate,C00025
K02433,6.3.5.6;6.3.5.7,R04212,substrate,C00009
K02433,6.3.5.6;6.3.5.7,R04212,substrate,C00008
K02433,6.3.5.6;6.3.5.7,R04212,product,C06113
K02433,6.3.5.6;6.3.5.7,R04212,product,C00064
K02433,6.3.5.6;6.3.5.7,R04212,product,C00002
K02433,6.3.5.6;6.3.5.7,R04212,product,C00001
K03737,1.2.7.1,R01196,substrate,C00138
K03737,1.2.7.1,R01196,substrate,C00024
K03737,1.2.7.1,R01196,substrate,C00011
K03737,1.2.7.1,R01196,substrate,C00080
K03737,1.2.7.1,R01196,product,C00139
K03737,1.2.7.1,R01196,product,C00022
K03737,1.2.7.1,R01196,product,C00010
K03737,1.2.7.1,R10866,substrate,C00022
K03737,1.2.7.1,R10866,substrate,C00010
K03737,1.2.7.1,R10866,substrate,C02869
K03737,1.2.7.1,R10866,product,C00024
K03737,1.2.7.1,R10866,product,C00011
K03737,1.2.7.1,R10866,product,C02745
K01006,2.7.9.1,R00206,substrate,C00002
K01006,2.7.9.1,R00206,substrate,C00022
K01006,2.7.9.1,R00206,substrate,C00009
K01006,2.7.9.1,R00206,product,C00020
K01006,2.7.9.1,R00206,product,C00074
K01006,2.7.9.1,R00206,product,C00013
K00059,1.1.1.100,R02767,substrate,C01271
K00059,1.1.1.100,R02767,substrate,C00006
K00059,1.1.1.100,R02767,product,C00685
K00059,1.1.1.100,R02767,product,C00005
K00059,1.1.1.100,R02767,product,C00080
K00059,1.1.1.100,R04533,substrate,C04618
K00059,1.1.1.100,R04533,substrate,C00006
K00059,1.1.1.100,R04533,product,C05744
K00059,1.1.1.100,R04533,product,C00005
K00059,1.1.1.100,R04533,product,C00080
K00059,1.1.1.100,R04534,substrate,C04619
K00059,1.1.1.100,R04534,substrate,C00006
K00059,1.1.1.100,R04534,product,C05753
K00059,1.1.1.100,R04534,product,C00005
K00059,1.1.1.100,R04536,substrate,C04620
K00059,1.1.1.100,R04536,substrate,C00006
K00059,1.1.1.100,R04536,product,C05750
K00059,1.1.1.100,R04536,product,C00005
K00059,1.1.1.100,R04536,product,C00080
K00059,1.1.1.100,R04543,substrate,C04633
K00059,1.1.1.100,R04543,substrate,C00006
K00059,1.1.1.100,R04543,product,C05762
K00059,1.1.1.100,R04543,product,C00005
K00059,1.1.1.100,R04543,product,C00080
K00059,1.1.1.100,R04566,substrate,C04688
K00059,1.1.1.100,R04566,substrate,C00006
K00059,1.1.1.100,R04566,product,C05759
K00059,1.1.1.100,R04566,product,C00005
K00059,1.1.1.100,R04566,product,C00080
K00059,1.1.1.100,R04953,substrate,C05747
K00059,1.1.1.100,R04953,substrate,C00006
K00059,1.1.1.100,R04953,product,C05746
K00059,1.1.1.100,R04953,product,C00005
K00059,1.1.1.100,R04953,product,C00080
K00059,1.1.1.100,R04964,substrate,C05757
K00059,1.1.1.100,R04964,substrate,C00006
K00059,1.1.1.100,R04964,product,C05756
K00059,1.1.1.100,R04964,product,C00005
K00059,1.1.1.100,R04964,product,C00080
K00059,1.1.1.100,R07763,substrate,C16219
K00059,1.1.1.100,R07763,substrate,C00005
K00059,1.1.1.100,R07763,substrate,C00080
K00059,1.1.1.100,R07763,product,C16220
K00059,1.1.1.100,R07763,product,C00006
K00059,1.1.1.100,R10116,substrate,C20372
K00059,1.1.1.100,R10116,substrate,C00005
K00059,1.1.1.100,R10116,substrate,C00080
K00059,1.1.1.100,R10116,product,C20373
K00059,1.1.1.100,R10116,product,C00006
K00059,1.1.1.100,R10120,substrate,C20376
K00059,1.1.1.100,R10120,substrate,C00005
K00059,1.1.1.100,R10120,substrate,C00080
K00059,1.1.1.100,R10120,product,C20377
K00059,1.1.1.100,R10120,product,C00006
K00059,1.1.1.100,R11671,substrate,C00083
K00059,1.1.1.100,R11671,substrate,C00024
K00059,1.1.1.100,R11671,product,C05223
K01710,4.2.1.46,R06513,substrate,C00842
K01710,4.2.1.46,R06513,product,C11907
K01710,4.2.1.46,R06513,product,C00001
K00096,1.1.1.261,R05679,substrate,C00623
K00096,1.1.1.261,R05679,substrate,C00003
K00096,1.1.1.261,R05679,product,C00111
K00096,1.1.1.261,R05679,product,C00004
K00096,1.1.1.261,R05679,product,C00080
K00096,1.1.1.261,R05680,substrate,C00623
K00096,1.1.1.261,R05680,substrate,C00006
K00096,1.1.1.261,R05680,product,C00111
K00096,1.1.1.261,R05680,product,C00005
K00096,1.1.1.261,R05680,product,C00080
K00658,2.3.1.61,R01933,substrate,C00322
K00658,2.3.1.61,R01933,substrate,C00010
K00658,2.3.1.61,R01933,substrate,C00003
K00658,2.3.1.61,R01933,product,C00527
K00658,2.3.1.61,R01933,product,C00011
K00658,2.3.1.61,R01933,product,C00004
K00658,2.3.1.61,R01933,product,C00080
K00658,2.3.1.61,R02570,substrate,C00091
K00658,2.3.1.61,R02570,substrate,C15973
K00658,2.3.1.61,R02570,product,C00010
K00658,2.3.1.61,R02570,product,C16254
K00658,2.3.1.61,R02571,substrate,C00527
K00658,2.3.1.61,R02571,substrate,C15973
K00658,2.3.1.61,R02571,product,C00010
K00658,2.3.1.61,R02571,product,C06157
K00658,2.3.1.61,R08549,substrate,C00026
K00658,2.3.1.61,R08549,substrate,C00010
K00658,2.3.1.61,R08549,substrate,C00003
K00658,2.3.1.61,R08549,product,C00091
K00658,2.3.1.61,R08549,product,C00011
K00658,2.3.1.61,R08549,product,C00004
K00658,2.3.1.61,R08549,product,C00080
K15633,5.4.2.12,R01518,substrate,C00631
K15633,5.4.2.12,R01518,product,C00197
K06970,2.1.1.181,R07232,substrate,C00019
K06970,2.1.1.181,R07232,substrate,C20648
K06970,2.1.1.181,R07232,product,C00021
K06970,2.1.1.181,R07232,product,C04154
K03151,2.8.1.4,R07461,substrate,C15812
K03151,2.8.1.4,R07461,substrate,C15813
K03151,2.8.1.4,R07461,substrate,C00030
K03151,2.8.1.4,R07461,product,C00020
K03151,2.8.1.4,R07461,product,C15814
K03151,2.8.1.4,R07461,product,C15811
K03151,2.8.1.4,R07461,product,C00028
K09835,5.2.1.13,R07512,substrate,C15858
K09835,5.2.1.13,R07512,product,C05432
K01866,6.1.1.1,R02918,substrate,C00002
K01866,6.1.1.1,R02918,substrate,C00082
K01866,6.1.1.1,R02918,substrate,C00787
K01866,6.1.1.1,R02918,product,C00020
K01866,6.1.1.1,R02918,product,C00013
K01866,6.1.1.1,R02918,product,C02839
K09883,6.6.1.2,R05227,substrate,C06503
K09883,6.6.1.2,R05227,substrate,C00175
K09883,6.6.1.2,R05227,substrate,C00002
K09883,6.6.1.2,R05227,substrate,C00001
K09883,6.6.1.2,R05227,product,C06504
K09883,6.6.1.2,R05227,product,C00009
K09883,6.6.1.2,R05227,product,C00008
K09883,6.6.1.2,R05227,product,C00080
K01756,4.3.2.2,R01083,substrate,C03794
K01756,4.3.2.2,R01083,product,C00122
K01756,4.3.2.2,R01083,product,C00020
K01756,4.3.2.2,R04559,substrate,C04823
K01756,4.3.2.2,R04559,product,C00122
K01756,4.3.2.2,R04559,product,C04677
K01756,4.3.2.2,R12851,substrate,C22395
K01756,4.3.2.2,R12851,product,C22441
K01756,4.3.2.2,R12851,product,C00122
K03650,,R08701,substrate,C17322
K03650,,R08701,substrate,C00037
K03650,,R08701,substrate,C03479
K03650,,R08701,substrate,C00030
K03650,,R08701,product,C17323
K03650,,R08701,product,C00101
K03650,,R08701,product,C00028
K03650,,R08701,product,C00001
K18581,3.2.1.180,R10867,substrate,C04865
K18581,3.2.1.180,R10867,substrate,C00001
K18581,3.2.1.180,R10867,product,C04053
K18581,3.2.1.180,R10867,product,C04255
K00655,2.3.1.51,R02241,substrate,C00416
K00655,2.3.1.51,R02241,substrate,C00010
K00655,2.3.1.51,R02241,product,C00681
K00655,2.3.1.51,R02241,product,C00040
K00655,2.3.1.51,R09381,substrate,C00173
K00655,2.3.1.51,R09381,substrate,C00681
K00655,2.3.1.51,R09381,product,C00229
K00655,2.3.1.51,R09381,product,C00416
K17722,1.3.1.1,R00977,substrate,C00429
K17722,1.3.1.1,R00977,substrate,C00003
K17722,1.3.1.1,R00977,product,C00106
K17722,1.3.1.1,R00977,product,C00004
K17722,1.3.1.1,R00977,product,C00080
K17722,1.3.1.1,R01414,substrate,C00906
K17722,1.3.1.1,R01414,substrate,C00003
K17722,1.3.1.1,R01414,product,C00178
K17722,1.3.1.1,R01414,product,C00004
K17722,1.3.1.1,R01414,product,C00080
K17722,1.3.1.1,R11026,substrate,C21028
K17722,1.3.1.1,R11026,substrate,C00003
K17722,1.3.1.1,R11026,product,C00178
K17722,1.3.1.1,R11026,product,C00004
K17722,1.3.1.1,R11026,product,C00080
K20611,1.3.99.37,R12708,substrate,C22058
K20611,1.3.99.37,R12708,substrate,C00028
K20611,1.3.99.37,R12708,product,C22059
K20611,1.3.99.37,R12708,product,C00030
K20611,1.3.99.37,R12709,substrate,C22060
K20611,1.3.99.37,R12709,substrate,C00028
K20611,1.3.99.37,R12709,product,C22347
K20611,1.3.99.37,R12709,product,C00030
K00764,2.4.2.14,R01072,substrate,C03090
K00764,2.4.2.14,R01072,substrate,C00013
K00764,2.4.2.14,R01072,substrate,C00025
K00764,2.4.2.14,R01072,product,C00064
K00764,2.4.2.14,R01072,product,C00119
K00764,2.4.2.14,R01072,product,C00001
K06131,,R07390,substrate,C00344
K06131,,R07390,product,C05980
K06131,,R07390,product,C00116
K03150,4.1.99.19,R10246,substrate,C00082
